mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,pitch,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,label
-296.012939453125,67.35786437988281,-19.988393783569336,47.73252487182617,-0.6027461290359497,-8.09214973449707,-24.540407180786133,-21.71832275390625,-6.266513824462891,-11.780522346496582,-25.231420516967773,-4.319892406463623,-16.858604431152344,-11.980513572692871,-4.128047466278076,0.4228668212890625,-12.615089416503906,-3.887423038482666,3.096096992492676,-8.60723876953125,930.398681640625,26.922364025835016,14.68365110839263,16.681314195448977,15.37401200738197,19.172837625159406,20.896973565073548,44.69446914949999,0.0
-252.08572387695312,104.91931915283203,-16.92418670654297,31.680763244628906,-28.79088592529297,-5.696605682373047,-18.150928497314453,-9.864143371582031,-22.23333740234375,-13.793228149414062,-5.069253921508789,-24.064895629882812,-5.5312652587890625,-1.3718057870864868,-14.387248039245605,7.090092182159424,-15.09317398071289,-6.058331489562988,-0.5839811563491821,-6.842820167541504,934.6630859375,26.811218226441337,14.514407311585874,17.17078347658582,16.605076503316127,17.99599164315759,21.25281791284261,45.770804582480565,0.0
-275.5416564941406,105.40637969970703,-13.169435501098633,24.938610076904297,2.496188163757324,-13.938478469848633,-12.043907165527344,-27.25797462463379,-13.537800788879395,-3.280841588973999,-17.903385162353516,-14.881540298461914,-5.156187534332275,-13.356367111206055,-12.11138916015625,4.566433906555176,-11.602972030639648,-10.013656616210938,-2.599198818206787,-2.381989002227783,489.9403991699219,28.075701179916805,14.81359454294646,16.43476419529596,15.601544956022163,18.59891915296483,22.51512125541532,48.74954833741221,0.0
-289.8531494140625,95.88550567626953,-12.418340682983398,21.04662322998047,-10.354604721069336,-9.173599243164062,-11.812091827392578,-20.2961483001709,-18.156963348388672,-5.1372857093811035,-16.015480041503906,-13.191784858703613,-6.44615364074707,-14.457093238830566,-13.261675834655762,3.237198829650879,-6.278530597686768,-11.009112358093262,-1.3339284658432007,-2.5976858139038086,806.13671875,27.670348469635766,14.201179425598564,16.807346033754857,16.176624613428167,18.737275115619937,21.164221974720377,50.97309793378974,0.0
-244.30067443847656,75.59629821777344,-20.103267669677734,22.744903564453125,-3.056339740753174,-18.8533878326416,-7.636379241943359,-20.155702590942383,-13.380878448486328,-5.624100685119629,-25.424869537353516,-15.044214248657227,-9.06734561920166,-10.14450740814209,-12.059714317321777,2.2564914226531982,-7.166832447052002,-11.820327758789062,0.7687538862228394,-1.0611612796783447,832.967529296875,27.096310323557375,16.45765056242397,18.4477980106903,17.36665427226284,18.688821176004964,22.97344619857507,51.652341674882365,0.0
-326.0597839355469,122.92578125,-3.4226346015930176,21.036582946777344,-9.720333099365234,-10.227149963378906,-15.479043006896973,-10.869582176208496,-17.556447982788086,-10.530570030212402,-11.39535903930664,-12.930424690246582,-8.092382431030273,-14.172483444213867,-14.998558044433594,8.175464630126953,-15.586833000183105,-2.7470147609710693,-4.899887561798096,-3.3760266304016113,499.9127197265625,28.536093447480223,16.050799782221045,16.964004950716976,17.034361087276253,17.58896104037504,20.895859628204676,45.85556639116118,0.0
-281.71746826171875,96.43917846679688,-24.20929527282715,25.66590118408203,-2.8689663410186768,-17.539377212524414,-10.242992401123047,-18.9977970123291,-18.211347579956055,-9.799860000610352,-20.543842315673828,-7.7867817878723145,-11.707195281982422,-12.635481834411621,-10.232950210571289,3.566725015640259,-8.153989791870117,-12.044471740722656,0.0957784652709961,-6.126559734344482,664.3574829101562,29.542652159575134,14.124218693680401,15.287201682206499,14.91398637608158,17.912706178846662,22.283438556697128,48.16835555504117,0.0
-235.0563507080078,81.66561889648438,-13.832832336425781,19.889911651611328,-6.284570217132568,-4.720284938812256,-15.171124458312988,-21.26287841796875,-15.849905014038086,-5.3036699295043945,-30.434574127197266,-6.1627278327941895,-14.114218711853027,-15.3042631149292,-8.121203422546387,-0.4697960615158081,-6.629172325134277,-14.572129249572754,0.8479533791542053,-3.723217487335205,838.6631469726562,28.74608336293865,14.3029658413035,16.873031895222,16.443629396193792,19.897974767005,21.95281154827665,47.67806867234511,0.0
-312.0299072265625,92.68443298339844,-2.6696298122406006,26.718006134033203,5.155025959014893,-10.149252891540527,-17.6202449798584,-16.244701385498047,-8.249351501464844,-8.453676223754883,-17.45805549621582,-13.866572380065918,-8.878957748413086,-21.6258544921875,-7.705638885498047,2.3931522369384766,-7.531029224395752,-9.67927360534668,-1.4529322385787964,-0.9684603810310364,612.0921020507812,28.081281300455075,15.324890552634288,17.21052943528414,16.798853285062986,19.329768295714096,21.223563858586246,46.636510357919065,0.0
-280.7767639160156,120.28439331054688,-28.271656036376953,24.25596809387207,8.464010238647461,-6.110019683837891,-20.336259841918945,-30.717966079711914,-5.909132957458496,-9.29649829864502,-22.9654541015625,-3.775197744369507,-15.671422004699707,-14.94336986541748,-5.132914066314697,4.177983283996582,-16.647478103637695,-6.5465087890625,-3.189743995666504,-1.2138935327529907,479.8172607421875,27.310286170948878,13.859245158522459,16.811537040594633,15.803718861724661,22.135925668929968,22.173254812336094,44.29945330232021,0.0
-280.3292541503906,82.02935028076172,-12.50815200805664,20.5997314453125,0.5452697277069092,0.7844563126564026,-24.264278411865234,-18.42511558532715,-12.750316619873047,-8.260967254638672,-23.690105438232422,-4.555850982666016,-14.798482894897461,-11.558917999267578,-16.891050338745117,6.088018417358398,-13.904443740844727,-6.996117115020752,-5.364670276641846,0.5704092979431152,643.1649780273438,27.70320942722061,14.305064718697368,16.831095984150462,15.557036674820266,19.827117839503433,20.28264696120918,48.939775272367264,0.0
-287.7815856933594,111.35350036621094,-18.69864845275879,22.450756072998047,-2.3538029193878174,-6.772250652313232,-15.155872344970703,-26.273345947265625,-1.3424108028411865,-11.819825172424316,-26.440528869628906,2.7790610790252686,-19.56460189819336,-11.417600631713867,-7.357151508331299,4.884664058685303,-17.35702896118164,-3.203676462173462,-1.74135160446167,-2.3684139251708984,605.1460571289062,28.05770210775857,15.079306252897718,17.724499584641677,16.41563506312546,20.373372375693528,21.901428704854194,47.78568899760061,0.0
-247.33685302734375,102.12911987304688,-17.196813583374023,13.867018699645996,-6.237311840057373,1.2786235809326172,-22.022573471069336,-37.2864875793457,0.78621906042099,-18.060382843017578,-20.539777755737305,6.672661781311035,-21.535581588745117,-9.498048782348633,-6.776296138763428,6.914917469024658,-17.45189666748047,-4.696165084838867,1.474881887435913,-10.195396423339844,715.8704833984375,27.8287765278354,15.105002501789194,18.171355893245064,16.188659996039426,22.09762270248336,21.916285475034762,43.53875329141296,0.0
-308.1017150878906,53.56108474731445,-13.320077896118164,35.36262130737305,6.129295825958252,-5.22650146484375,-17.341934204101562,-22.874176025390625,-5.645472049713135,-15.215744018554688,-24.62883186340332,-2.0202529430389404,-18.97127342224121,-10.060890197753906,-14.0519380569458,6.26871395111084,-15.310047149658203,-3.6574466228485107,-1.0001810789108276,-1.7663875818252563,891.163818359375,27.138304245356313,15.31179181206425,17.363002531752027,15.820748533334857,19.48840916221302,20.77857910342308,47.86459186659587,0.0
-259.0859375,112.6489028930664,-22.774394989013672,20.059524536132812,-20.17534828186035,-7.000360012054443,-11.635836601257324,-21.410293579101562,-10.624768257141113,-20.340282440185547,-22.589496612548828,-8.833503723144531,-14.467100143432617,-11.421029090881348,-17.026752471923828,13.264062881469727,-15.988048553466797,-5.271728992462158,0.06696059554815292,-4.531113624572754,724.0634155273438,28.585428374927513,14.614555997867114,17.01428051690352,15.830937425882937,19.26247768471377,20.661145790584403,47.047510578583214,0.0
-297.0167541503906,110.1869888305664,-23.54573631286621,17.192659378051758,-10.297354698181152,-5.688955783843994,-9.257577896118164,-28.311594009399414,-1.2995609045028687,-14.060829162597656,-21.48002815246582,0.9418903589248657,-15.251028060913086,-11.689288139343262,-10.19168472290039,6.476837635040283,-16.02350616455078,-5.661956310272217,-2.2026052474975586,-3.2585251331329346,607.6986083984375,28.981128250336997,14.700593325837456,16.171093392165574,16.30567561021816,20.386514487803044,22.58771129896576,47.488930721540974,0.0
-219.1513671875,117.75144958496094,-32.67991256713867,22.14676284790039,-13.204863548278809,-1.6167161464691162,-30.736230850219727,-32.78050994873047,-2.245807409286499,-12.508340835571289,-21.412321090698242,5.429871082305908,-21.160324096679688,-19.227312088012695,-1.8936011791229248,6.004367351531982,-18.813213348388672,-5.462864398956299,-1.3386725187301636,-8.66654109954834,471.8058166503906,28.925694670691982,16.393623061774452,17.05913938416117,15.839961190897958,22.449901829766954,22.33442148864765,45.47228963068154,0.0
-313.5670471191406,129.43634033203125,-13.526695251464844,17.332218170166016,1.27739417552948,-16.3404541015625,-13.909075736999512,-16.958600997924805,0.11597323417663574,-17.991670608520508,-21.76926040649414,-6.420570373535156,-21.80538558959961,-15.635168075561523,-9.891600608825684,4.05457878112793,-16.242019653320312,-5.905769348144531,-5.038028717041016,-1.7959630489349365,412.8038330078125,29.5180728519851,15.570219590425644,16.995039610241214,16.498890239646627,19.757598433640062,21.119491478017117,47.40862821803769,0.0
-307.37841796875,137.5054168701172,-19.59197425842285,11.154607772827148,-14.635019302368164,5.541123390197754,-17.684438705444336,-29.29767417907715,-2.6381731033325195,-15.166533470153809,-19.70783805847168,-1.661535382270813,-14.174378395080566,-13.378807067871094,-15.774819374084473,7.025002479553223,-16.691787719726562,-7.762467384338379,-2.407395839691162,-4.963131904602051,500.60980224609375,29.329827918221145,14.503887940351925,17.258820777748195,15.78403381588284,21.55951751212686,20.866573230136428,45.43085353776867,0.0
-311.7138671875,89.00399017333984,-14.113994598388672,32.98148727416992,3.9942214488983154,-3.8871917724609375,-23.322980880737305,-27.876493453979492,-3.78786563873291,-11.842523574829102,-26.630142211914062,-9.3782320022583,-13.721610069274902,-11.583740234375,-14.995277404785156,8.059627532958984,-17.0694580078125,-1.9211703538894653,-5.872494697570801,0.5841051936149597,691.0494384765625,28.515616180740107,15.97913548536978,18.73761486487753,16.528767026615938,20.405619814594427,20.688586907703893,49.313795785218765,0.0
-299.6402282714844,84.40645599365234,1.0666379928588867,26.397336959838867,0.720417857170105,3.6654117107391357,-25.919057846069336,-23.6962833404541,-7.596109390258789,-7.592341899871826,-25.82317543029785,-4.624603748321533,-15.507319450378418,-16.31832504272461,-11.783434867858887,9.438729286193848,-15.912808418273926,-4.21749210357666,-3.632638931274414,0.6325005292892456,658.9835205078125,27.428694237808458,16.394990496714836,17.8131637302764,16.687747301029276,21.102228769013696,20.641819230213365,49.66582899061893,0.0
-287.5720520019531,116.90913391113281,-25.61708641052246,28.47869110107422,-11.004545211791992,-7.406734466552734,-15.781219482421875,-28.68423843383789,2.904963970184326,-20.588308334350586,-17.867496490478516,-1.062862753868103,-16.139354705810547,-13.098846435546875,-11.583918571472168,12.386523246765137,-20.085031509399414,-0.7631978392601013,-6.937434196472168,-2.6738579273223877,600.037353515625,27.832040855896143,15.024298992620723,16.866680228377817,16.07150961747609,20.469422135056515,20.242579997054484,49.749937131431864,0.0
-264.7943115234375,97.2261734008789,-15.4306001663208,33.25050735473633,12.543160438537598,-11.398189544677734,-23.085044860839844,-27.27281951904297,3.676905870437622,-23.175609588623047,-14.139182090759277,-6.522156238555908,-24.03106117248535,-10.538836479187012,-10.688331604003906,-0.21772094070911407,-15.251944541931152,-5.475018501281738,0.6133003234863281,-7.18394136428833,622.009765625,29.12504941190594,14.768151718799283,17.420437915024024,17.303385498859505,20.27426963029147,22.586795916945718,47.54911499474261,0.0
-298.328857421875,105.08744812011719,-14.587297439575195,22.053232192993164,-1.3946706056594849,1.1807241439819336,-15.525259971618652,-28.994346618652344,-4.746039390563965,-10.292168617248535,-23.55335807800293,0.44461455941200256,-16.307451248168945,-18.657268524169922,-7.492475509643555,2.560232162475586,-12.999109268188477,-6.675081729888916,-2.1647591590881348,-4.376038074493408,707.9674072265625,28.421943537117738,14.294781680971463,16.68316362810902,15.828422349895872,20.465568086426803,21.253044544098096,48.46200247062295,0.0
-270.7397766113281,113.24119567871094,-27.59527015686035,29.09081268310547,11.56505298614502,-8.940049171447754,-15.96585464477539,-23.51702308654785,-6.541924476623535,-17.918611526489258,-30.891881942749023,6.104740619659424,-23.82563018798828,-14.459052085876465,-7.5504961013793945,3.516753673553467,-14.92011547088623,0.36204442381858826,-0.26864609122276306,-7.470648288726807,594.5111694335938,27.438576074507893,14.713387826118682,17.232161430127018,16.04586386341528,22.23788734597312,23.7865877343504,48.643003176167035,0.0
-241.50814819335938,128.90603637695312,-30.765913009643555,14.435661315917969,-13.702924728393555,1.0718729496002197,-21.660789489746094,-31.825708389282227,-3.924221992492676,-17.3413028717041,-25.18244171142578,7.439457416534424,-19.290767669677734,-15.630647659301758,-2.8279130458831787,3.0816197395324707,-20.0963191986084,5.816322326660156,-6.341580390930176,-10.211102485656738,453.8720397949219,29.29244478729848,14.363533431132009,16.6033098652553,16.95076795561117,21.340846089955775,22.326784230091985,46.12520901780777,0.0
-253.7781982421875,82.02017211914062,-21.75787353515625,34.642921447753906,-8.407415390014648,6.568062782287598,-31.303367614746094,-32.65489959716797,-9.747617721557617,-11.628499984741211,-29.132139205932617,2.049112558364868,-18.196491241455078,-16.583051681518555,-4.148587226867676,-0.31469500064849854,-13.895365715026855,-0.3728015720844269,-8.452571868896484,-7.3069658279418945,896.2385864257812,28.879347596969303,14.787174795913106,18.271323039196105,15.420525280204089,21.433334958197626,20.633402935111057,43.60530642858893,0.0
-254.81622314453125,119.90731811523438,-27.725788116455078,16.855289459228516,-3.7731940746307373,-6.844961643218994,-25.32044219970703,-24.92813491821289,-4.865755558013916,-16.38211441040039,-21.99599266052246,-3.377603530883789,-19.717287063598633,-18.078460693359375,-4.385459899902344,-2.0496108531951904,-11.30974292755127,-4.6090192794799805,-7.4633917808532715,-7.619678020477295,435.8553466796875,28.01006984510235,15.127143012419836,16.80809077203633,16.706449725826758,20.391592128756226,20.680817198265355,43.38099868472292,0.0
-234.2832794189453,108.23163604736328,-20.69377899169922,19.809412002563477,-2.9424149990081787,-0.9395512342453003,-34.05344009399414,-12.50754451751709,-7.546646595001221,-16.540599822998047,-26.302549362182617,-3.8969128131866455,-18.089181900024414,-21.872697830200195,-8.66788387298584,5.013771057128906,-16.003385543823242,-4.533964157104492,-2.0721371173858643,-7.220778942108154,801.8142700195312,30.24933630077601,16.604355965267917,17.885126244353007,16.313412698296247,21.75198495245545,20.29721874634297,48.21624354616306,0.0
-256.6456298828125,118.55948638916016,-23.430782318115234,21.09449577331543,-26.797069549560547,-10.400053024291992,-19.104578018188477,-22.682933807373047,-17.143638610839844,-8.871783256530762,-17.18470001220703,2.1591084003448486,-6.399586200714111,-9.356181144714355,-12.46605110168457,1.1922390460968018,-11.837152481079102,-7.058927059173584,-8.141779899597168,-4.3576459884643555,514.3313598632812,29.54683144000888,13.753040584260182,16.776234641651996,16.35301244777435,18.938056227112135,20.772173741756838,48.934654535959815,0.0
-294.016357421875,102.525390625,-1.5916048288345337,35.38169479370117,-9.4680814743042,-18.041282653808594,-25.291297912597656,-4.034316062927246,-12.44312858581543,-12.564872741699219,-25.92011070251465,-9.333765983581543,-15.071881294250488,-16.914459228515625,-10.367106437683105,-1.6616542339324951,-9.79574203491211,-8.135040283203125,-5.692126750946045,-0.6029024124145508,405.394287109375,31.300521993767592,16.34903087149394,16.952544942470837,18.411777086557414,20.49423953898664,20.530927543168364,50.828215120632805,0.0
-310.49859619140625,111.04448699951172,-23.062498092651367,25.545385360717773,-0.8307797312736511,-9.65186882019043,-16.053550720214844,-27.603897094726562,-5.77659273147583,-15.486767768859863,-11.510340690612793,-11.990154266357422,-12.72061824798584,-16.720901489257812,-13.305895805358887,9.85830020904541,-17.73239517211914,-5.374911785125732,-6.049564361572266,-6.764240741729736,583.958984375,28.844783818461714,16.096514680753113,17.897416096328236,17.415384988644803,19.431827750931888,21.37496617542422,50.171394127166955,0.0
-331.7951354980469,115.52069091796875,-17.870622634887695,22.908479690551758,0.17420268058776855,-15.443205833435059,-8.1961669921875,-23.55955696105957,-13.872337341308594,-5.1891961097717285,-20.02376937866211,-9.965139389038086,-5.025858402252197,-15.748848915100098,-6.793136119842529,1.2734646797180176,-4.927526473999023,-9.1774263381958,-3.696065902709961,-3.8542850017547607,591.8626708984375,27.61669076272129,14.968345272479933,17.037313353222615,16.33209559846571,18.381283421863646,23.206351485035732,48.96270430533414,0.0
-302.37127685546875,126.38082122802734,-19.736160278320312,25.40349578857422,-6.414471626281738,-8.582011222839355,-11.151082992553711,-20.669506072998047,-12.575843811035156,-6.339508533477783,-19.751602172851562,-8.724360466003418,-4.503265857696533,-21.654834747314453,-16.61209487915039,7.2266845703125,-19.41080093383789,-3.630620002746582,-0.9754877686500549,-6.1391754150390625,512.3359375,28.39139234609763,15.366315315098488,16.12018894435325,15.685198507678713,18.55590037496456,23.09207507385547,50.853016658175285,0.0
-328.0317687988281,127.2340316772461,-17.08138656616211,31.716854095458984,-0.22540299594402313,-8.11467170715332,-10.03315258026123,-27.786550521850586,-19.73539924621582,-1.8357186317443848,-22.13736343383789,-6.05975866317749,-7.133257865905762,-22.689044952392578,-8.468706130981445,3.6973750591278076,-8.254937171936035,-9.538457870483398,-2.4591422080993652,-0.46746987104415894,524.0961303710938,27.59872019323449,14.333265028694717,17.865341789785198,16.628221969408532,19.8534022881574,23.750647320637626,47.18539191090189,0.0
-269.51788330078125,76.69639587402344,-22.94133949279785,43.259178161621094,10.446233749389648,-10.848164558410645,-27.896574020385742,-24.320119857788086,-13.111431121826172,-7.054449081420898,-26.510189056396484,-9.194564819335938,-8.881471633911133,-16.646869659423828,-12.094178199768066,2.286607265472412,-11.306943893432617,-5.71315860748291,-7.026322841644287,-2.7133779525756836,740.6182861328125,28.47918112754645,15.473239554963406,17.00134170410809,15.063468347217851,18.491167430591442,21.080414189929783,46.636053786715316,0.0
-277.372802734375,126.2856216430664,-20.506637573242188,24.841379165649414,2.614246368408203,-8.96756649017334,-18.817596435546875,-15.834762573242188,-14.212666511535645,-9.124415397644043,-16.027353286743164,-11.58607006072998,-4.9614787101745605,-17.44754409790039,-12.311271667480469,3.0282342433929443,-19.946151733398438,-3.61303448677063,-3.115405321121216,-7.337396621704102,398.0641784667969,29.773892411819105,15.195768636026003,16.059102464133378,15.116891049451574,19.019689871431154,22.288526522670765,49.522787435981286,0.0
